Plant,Date,Non- Compliance Group,Species,Type,Compliance Level,Non Compliance,Description,Action
[Plant Name & Number],29/12/2016,On farm welfare,Red Meat: Sheep,Welfare on farm,4,Other,Foot rot right front leg- in a lamb; animal not bearing weight on that leg.,APHA-Animal Health Office informed
[Plant Name & Number],29/12/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Bruised,large bruising and haematoma in the udder and flank region,APHA-Animal Health Office informed
[Plant Name & Number],30/12/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Not Applicable,Emergency slaughter(Appendix B) came with a chronic condition,None Applicable
[Plant Name & Number],02/01/2017,Lairage design and maintenance,Poultry: Poultry,Protection from adverse weather conditions/ thermal stress/ injury,3,Other,potential risk of birds being injured/escaped during gas chamber emptying as baskets left unattended once gas chamber has been emptied and conscious birds left in basket,ENF verbal advice
[Plant Name & Number],03/01/2017,Welfare on transport,Red Meat: Pigs,Condition of the animals at unloading,4,Other,DOA,APHA-Animal Health Office informed
[Plant Name & Number],04/01/2017,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,large calf ~75cm,TS-Trading Standards informed
[Plant Name & Number],06/01/2017,Welfare on transport,Red Meat: Sheep,Condition of the animals at unloading,4,Broken leg,One sheep shoot at unloading due to broken leg,TS-Trading Standards informed
[Plant Name & Number],06/01/2017,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,One calf found at post mortem inspection. kill no 17.,APHA-Animal Health Office informed
[Plant Name & Number],10/01/2017,Welfare on transport,Red Meat: Sheep,Condition of the animals at unloading,4,Broken leg,One sheep supplied by [Name & ID Number] came with right  foot front and rear left leg broken.,APHA-Animal Health Office informed
[Plant Name & Number],11/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"One animal discovered in late term pregnancy at PMI. Animal supplied and transported by [Name & ID Number]. Fully formed female calf, Crown-Rump-Length 79cm, teeth erupting, eyelashes and full hair coat, golden slippers on feet",TS-Trading Standards informed
[Plant Name & Number],11/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Wounds,"One animal [ID Number] showed several wounds along the spine and on hip. The animal was supplied by [Name & ID Number] and transported by [Name].
The wounds measured approximately 12x5cm (thoraco-lumbar spine), 10x4cm (sacral area), 2x2 and 2x3cm on tail head and 6x4cm on hip. The wounds were dry with dark centre and red rim, the surrounding tissue was hairless and swollen. Hair adjacent to the wounds showed grey discolouration. At PMI slight bruising was noted in the wound area.",TS-Trading Standards informed
[Plant Name & Number],12/01/2017,Welfare on transport,Red Meat: Sheep,Condition of the animals at unloading,4,Other,2 DOA found yesterday during the unloading on the transport,APHA-Animal Health Office informed
[Plant Name & Number],12/01/2017,Welfare on transport,Red Meat: Pigs,Condition of the animals at unloading,4,Broken leg,Animal at unload with broken leg. Adequate vehicle and good practices at unloading. Shot in lairage.,None Applicable
[Plant Name & Number],12/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Cattle potentially on the last 10% of the pregnancy,TS-Trading Standards informed
[Plant Name & Number],12/01/2017,Lairage operation,Red Meat: Cattle,Procedures for protecting animal welfare,3,Horned cattle not separated,2 horned bovine animals not separated in the lariage from the unhorned animals.,ENF verbal advice
[Plant Name & Number],12/01/2017,Lairage design and maintenance,Red Meat: Cattle,Protection from adverse weather conditions,3,Animals not protected from adverse weather conditions,"One of the corrugated panels from the roof has come off.
The incident might be due to the strong winds and heavy snow we are experiencing.
No animal suffering involved but it could pose a potential accident for animals or Humans and rain can percolate through",ENF verbal advice
[Plant Name & Number],12/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Other,left hind leg lame,APHA-Animal Health Office informed
[Plant Name & Number],13/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Wounds,"At antemortem inspection was identified a bovine animal [ID Number & Address] with severe lame (right front leg). Close inspection revealed an old trauma caused possible by a cable. At postmortem inspection was identified a cut 360° above hoof caused possible by a cable with necrotic tissues , inflammatory process,  bad smell, deep 2cm. In my professional opinion the animal has suffered.
The animal belonged to a load of 15 animals and  another two animals was lame.
This leg it is detained  for further investigation with seal no [Number].
Pictures/video have been taken as evidence.",APHA-Animal Health Office informed
[Plant Name & Number],13/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,3 cows with septic arthritic lesions,APHA-Animal Health Office informed
[Plant Name & Number],16/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Wounds,The post - mortem examination revealed that this heifer had severe haemorrhagic lesion combined with an extensive inflammatory lesions with fibrotic tissue attached,APHA-Animal Health Office informed
[Plant Name & Number],17/01/2017,Welfare on transport,Red Meat: Sheep,Condition of the animals at unloading,4,Injured animals,"One sheep shoot at arrival during the night , due to broken zygomatic arch bone. Recent fracture.",TS-Trading Standards informed
[Plant Name & Number],17/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"Pregnant in the last part of the pregnancy. The calf was mature, all incisor have erupted, long eyelash, almost 80cm, the hoofs almost completely hard and full coat.",APHA-Animal Health Office informed
[Plant Name & Number],17/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"During PMI fully grown calf discovered. CRL 92 cm, ""golden slippers"", 2 incisors erupted, eye lashes. Estimated 282 days of pregnancy.",TS-Trading Standards informed
[Plant Name & Number],18/01/2017,Lairage operation,Red Meat: Cattle,Animal welfare officer’s checks and actions,3,Other,Welfare monitoring records not up to date,ENF written advice
[Plant Name & Number],18/01/2017,Stunning / killing,Red Meat: Cattle,Effectiveness,3,Multiple stuns,Excessive number of bovine animals with multiple stunning recorded at post-mortem checks by FSS staff. The procedures and Standard Operating Practices should be reviewed to ensure action is taken more quickly during the slaughter operation.,ENF written advice
[Plant Name & Number],18/01/2017,Stunning / killing,Poultry: Poultry,Efficiency of stun,4,Stunner not properly set for bird size,First birds not efficiently stun. FBO took immediate action.,ENF verbal advice
[Plant Name & Number],18/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Bruised,"At around 06:20 during AMI an animal was identified with an extensive swollen abdominal cavity and increased respiration rate.
This animal was
isolated and killed ASAP. At post mortem inspection it was noted an extensive bruising throughout the carcass with a high quantity of serosanguineous exudate, in my opinion its colour and appeareance indicates that this as an old untreated bruising. The beast was transported in a lorry with a total of 52 animals. No information was provided on the FCI accompanying this animal for slaughter. Pictures and 3x trimmed tissue samples from different parts of the carcass detained with seal No [Number] taken as evidence.",APHA-Animal Health Office informed
[Plant Name & Number],19/01/2017,Stunning / killing,Red Meat: Cattle,Access to back- up stunner,4,No back-up stunner available,No back-up stunner available at the time of killing in an emergency slaughter in the lairage,ENF Welfare Enforcement Notice
[Plant Name & Number],19/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Other,"One bovine animal unable to walk at unloading, the animal was shoot in the wagon at post-mortem inspection reviled bruised right leg and rib area.",TS-Trading Standards informed
[Plant Name & Number],19/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Other,Bull with severe lameness not fit to be transported,TS-Trading Standards informed
[Plant Name & Number],20/01/2017,On farm welfare,Poultry: Poultry,Welfare on farm,3,Foot Pad Dermatitis,more than 100 broilers with foot pad dermatitis score 2 and breast burns.,APHA-Animal Health Office informed
[Plant Name & Number],23/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Poor animals/ suspect emaciation,"[ID Number],  was found on a very poor condition grade 2 with emaciation unable to stand up.
On welfare grounds animal was slaughtered on the lariage and dissposed as Fallen stock.",APHA-Animal Health Office informed
[Plant Name & Number],24/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"One bovine animal found in last 10 % of gestation. CRL- 91 cm, ""golden slippers"", full coating, eye lashes.",APHA-Animal Health Office informed
[Plant Name & Number],24/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Poor animals/ suspect emaciation,One bovine animal found poor during AMI,APHA-Animal Health Office informed
[Plant Name & Number],25/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Cattle potentially on the last 10% of the pregnancy,TS-Trading Standards informed
[Plant Name & Number],25/01/2017,On farm welfare,Poultry: Poultry,Welfare on farm,3,Foot Pad Dermatitis,"High levels of FPD, extensive, deep lesions",None Applicable
[Plant Name & Number],26/01/2017,On farm welfare,Poultry: Poultry,Welfare on farm,3,Foot Pad Dermatitis,Very high levels of FPD associated with hock and breast burns,APHA-Animal Health Office informed
[Plant Name & Number],27/01/2017,Lairage design and maintenance,Red Meat: Cattle,Maintenance of the lairage,3,Other,Damaged drain traps,ENF verbal advice
[Plant Name & Number],27/01/2017,Lairage design and maintenance,Red Meat: Cattle,Overall lairage design,4,Other,Beast had to be shot and bled in the lairage. The animal was wild and jumped across gate in pen 7 having one of its hind legs caught in between the metallic bars. FBO took immediate action. Although this was an unfortunate accident is being discussed with FBO the heights of the fences in the pens so this accident can be avoided in future occasions.,None Applicable
[Plant Name & Number],27/01/2017,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,Late term pregnancy.Two calf found at post mortem inspection kill no53 and kill no 54,APHA-Animal Health Office informed
[Plant Name & Number],27/01/2017,,Red Meat: Cattle,Post-mortem findings,3,Other,Late term pregnancy.Two calf found at post mortem inspection kill no66 and kill no 67,APHA-Animal Health Office informed
[Plant Name & Number],27/01/2017,On farm welfare,Poultry: Poultry,Welfare on farm,3,Foot Pad Dermatitis,"98% score 2, 2% score 1. [Address]",APHA-Animal Health Office informed
[Plant Name & Number],30/01/2017,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"1 fully formed male calf discovered at PMI of [ID Number]. Crown- Rump-Length 92 cm, full hair coat, incisor teeth erupting, eyelashes, golden slippers on feet",TS-Trading Standards informed
[Plant Name & Number],30/01/2017,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,Large calf approx. 80cm,TS-Trading Standards informed
[Plant Name & Number],30/01/2017,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Wounds,One animal [ID Number] supplied and transported by [ID Number & Address] showed abrasive wounds and brusing/inflammation on the tailhead and hip bones. Photographic evidence taken.,APHA-Animal Health Office informed
